timedelta,symbol,commence
{Timedelta('0 days 02:50:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 26, 12, 17, 56)}"
{Timedelta('0 days 03:50:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 25, 0, 10, 18)}"
{Timedelta('0 days 10:50:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 14, 23, 5, 11)}"
{Timedelta('0 days 08:10:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 18, 17, 3, 37)}"
{Timedelta('0 days 01:20:00')},{'ALEPH-USD'},"{datetime.datetime(2024, 5, 23, 23, 29, 45)}"
{Timedelta('0 days 16:00:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 4, 23, 11, 44)}"
{Timedelta('0 days 00:21:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 13, 22, 57, 10)}"
{Timedelta('0 days 13:49:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 14, 23, 4)}"
{Timedelta('0 days 00:15:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 23, 21, 53, 15)}"
{Timedelta('0 days 04:40:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 13, 22, 40, 59)}"
{Timedelta('2 days 02:45:00')},{'IDEX-USD'},"{datetime.datetime(2024, 5, 13, 17, 23, 37)}"
{Timedelta('0 days 01:15:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 23, 22, 16, 16)}"
{Timedelta('0 days 05:10:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 26, 22, 26, 18)}"
{Timedelta('2 days 01:00:00')},{'BLUR-USD'},"{datetime.datetime(2024, 5, 13, 17, 25, 45)}"
{Timedelta('1 days 20:50:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 30, 6, 59, 35)}"
{Timedelta('0 days 13:15:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 21, 17, 16, 11)}"
{Timedelta('0 days 00:55:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 11, 17, 42, 15)}"
{Timedelta('0 days 05:50:00')},{'SNX-USD'},"{datetime.datetime(2024, 5, 12, 7, 46, 11)}"
{Timedelta('0 days 00:43:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 20, 6, 53, 3)}"
{Timedelta('0 days 00:40:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 21, 21, 32, 40)}"
{Timedelta('0 days 07:43:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 14, 22, 47, 22)}"
{Timedelta('0 days 00:10:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 11, 18, 18, 38)}"
{Timedelta('1 days 05:05:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 23, 22, 51, 30)}"
{Timedelta('0 days 07:26:00')},{'IOTX-USD'},"{datetime.datetime(2024, 5, 15, 2, 28, 33)}"
{Timedelta('2 days 13:06:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 25, 3, 27, 40)}"
{Timedelta('0 days 00:40:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 5, 9, 8, 46)}"
{Timedelta('0 days 07:31:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 30, 6, 33, 55)}"
{Timedelta('0 days 01:00:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 14, 22, 47, 53)}"
{Timedelta('0 days 07:30:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 18, 17, 41, 58)}"
{Timedelta('1 days 15:12:00')},{'MOBILE-USD'},"{datetime.datetime(2024, 5, 28, 22, 45, 49)}"
{Timedelta('0 days 05:50:00')},{'MUSE-USD'},"{datetime.datetime(2024, 5, 30, 8, 6, 27)}"
{Timedelta('0 days 03:20:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 14, 22, 47, 58)}"
{Timedelta('0 days 00:35:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 13, 16, 3, 19)}"
{Timedelta('1 days 12:57:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 14, 0, 18, 18)}"
{Timedelta('0 days 19:13:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 13, 17, 1, 34)}"
{Timedelta('0 days 04:32:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 28, 22, 42, 24)}"
{Timedelta('0 days 10:30:00')},{'SAFE-USD'},"{datetime.datetime(2024, 5, 14, 23, 21, 39)}"
{Timedelta('0 days 00:35:00')},{'COVAL-USD'},"{datetime.datetime(2024, 5, 21, 17, 25, 1)}"
{Timedelta('0 days 11:15:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 4, 22, 54, 39)}"
{Timedelta('0 days 12:50:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 20, 7, 3, 59)}"
{Timedelta('0 days 04:07:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 27, 9, 29, 13)}"
{Timedelta('0 days 01:40:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 24, 1, 17, 16)}"
{Timedelta('0 days 01:47:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 21, 20, 19, 32)}"
{Timedelta('0 days 05:22:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 5, 1, 16, 20)}"
{Timedelta('0 days 03:55:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 19, 10, 35, 36)}"
{Timedelta('0 days 08:35:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 20, 7, 29, 9)}"
{Timedelta('0 days 01:35:00')},{'BONK-USD'},"{datetime.datetime(2024, 5, 14, 22, 30, 57)}"
{Timedelta('0 days 03:45:00')},{'TRU-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 43)}"
{Timedelta('1 days 13:36:00')},{'XCN-USD'},"{datetime.datetime(2024, 5, 13, 22, 58, 15)}"
{Timedelta('0 days 03:13:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 14, 22, 59, 27)}"
{Timedelta('0 days 02:25:00')},{'NCT-USD'},"{datetime.datetime(2024, 5, 30, 8, 7, 19)}"
{Timedelta('0 days 00:30:00')},{'AKT-USD'},"{datetime.datetime(2024, 5, 23, 21, 16, 26)}"
{Timedelta('1 days 06:33:00')},{'IOTX-USD'},"{datetime.datetime(2024, 5, 16, 9, 0, 32)}"
{Timedelta('0 days 06:28:00')},{'QNT-USD'},"{datetime.datetime(2024, 5, 20, 9, 36, 11)}"
{Timedelta('0 days 00:37:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 14, 23, 35, 48)}"
{Timedelta('1 days 07:35:00')},{'ARB-USD'},"{datetime.datetime(2024, 5, 16, 7, 44, 53)}"
{Timedelta('0 days 03:15:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 26, 11, 38, 8)}"
{Timedelta('0 days 01:14:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 20, 18, 9, 9)}"
{Timedelta('1 days 12:25:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 14, 1, 16, 20)}"
{Timedelta('0 days 19:55:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 16, 11, 19, 5)}"
{Timedelta('0 days 15:27:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 12, 18, 1, 5)}"
{Timedelta('1 days 07:55:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 19, 10, 32, 6)}"
{Timedelta('0 days 11:04:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 11, 17, 47, 46)}"
{Timedelta('2 days 01:55:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 18, 17, 35)}"
{Timedelta('0 days 03:40:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 20, 6, 59, 20)}"
{Timedelta('1 days 11:44:00')},{'DASH-USD'},"{datetime.datetime(2024, 5, 4, 20, 40, 11)}"
{Timedelta('0 days 08:23:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 14, 22, 46, 16)}"
{Timedelta('0 days 07:40:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 21, 16, 27, 22)}"
{Timedelta('0 days 13:30:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 5, 18, 53, 8)}"
{Timedelta('2 days 14:25:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 25, 3, 16, 32)}"
{Timedelta('2 days 07:27:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 18, 15, 59, 16)}"
{Timedelta('0 days 06:30:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 5, 18, 40, 4)}"
{Timedelta('0 days 00:42:00')},{'BAND-USD'},"{datetime.datetime(2024, 5, 15, 0, 51, 42)}"
{Timedelta('1 days 10:46:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 4, 21, 38, 53)}"
{Timedelta('3 days 23:54:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 11, 19, 51, 45)}"
{Timedelta('0 days 14:08:00')},{'ATOM-USD'},"{datetime.datetime(2024, 5, 14, 22, 26, 8)}"
{Timedelta('0 days 19:35:00')},{'BAND-USD'},"{datetime.datetime(2024, 5, 19, 10, 16, 40)}"
{Timedelta('2 days 00:30:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 18, 16, 8, 52)}"
{Timedelta('0 days 06:54:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 14, 23, 30, 13)}"
{Timedelta('0 days 00:05:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 25, 1, 20, 8)}"
{Timedelta('0 days 06:50:00')},{'FLR-USD'},"{datetime.datetime(2024, 5, 5, 18, 22, 25)}"
{Timedelta('0 days 03:05:00')},{'IDEX-USD'},"{datetime.datetime(2024, 5, 25, 1, 3, 49)}"
{Timedelta('1 days 05:17:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 16, 10, 13, 17)}"
{Timedelta('3 days 18:35:00')},{'ACS-USD'},"{datetime.datetime(2024, 5, 30, 6, 41, 35)}"
{Timedelta('0 days 09:15:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 20, 6, 49, 59)}"
{Timedelta('1 days 07:21:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 16, 9, 0, 23)}"
{Timedelta('0 days 02:45:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 5, 11, 53, 58)}"
{Timedelta('0 days 03:30:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 5, 11, 39, 6)}"
{Timedelta('0 days 01:07:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 23, 23, 31, 26)}"
{Timedelta('0 days 06:25:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 13, 22, 42, 21)}"
{Timedelta('0 days 01:45:00')},{'PRQ-USD'},"{datetime.datetime(2024, 5, 16, 7, 49, 8)}"
{Timedelta('0 days 17:20:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 5, 9, 29, 49)}"
{Timedelta('1 days 07:27:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 23, 22, 36, 44)}"
{Timedelta('0 days 00:29:00')},{'BADGER-USD'},"{datetime.datetime(2024, 5, 30, 8, 6, 22)}"
{Timedelta('0 days 00:45:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 26, 11, 57, 20)}"
{Timedelta('0 days 12:00:00')},{'BADGER-USD'},"{datetime.datetime(2024, 5, 14, 22, 22, 23)}"
{Timedelta('1 days 02:15:00')},{'ABT-USD'},"{datetime.datetime(2024, 5, 18, 16, 7)}"
{Timedelta('0 days 11:10:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 28, 22, 54, 12)}"
{Timedelta('0 days 05:31:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 9)}"
{Timedelta('1 days 09:17:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 19, 10, 8, 30)}"
{Timedelta('0 days 09:20:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 19, 10, 26, 20)}"
{Timedelta('0 days 13:25:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 21, 16, 34, 6)}"
{Timedelta('0 days 03:30:00')},{'MUSE-USD'},"{datetime.datetime(2024, 5, 19, 10, 8, 19)}"
{Timedelta('0 days 01:02:00')},{'NKN-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 6)}"
{Timedelta('0 days 10:36:00')},{'CVC-USD'},"{datetime.datetime(2024, 5, 26, 13, 53, 25)}"
{Timedelta('0 days 22:57:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 25, 0, 35, 33)}"
{Timedelta('1 days 08:45:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 4, 21, 6, 31)}"
{Timedelta('0 days 03:54:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 30, 6, 41, 10)}"
{Timedelta('0 days 00:40:00')},{'MUSE-USD'},"{datetime.datetime(2024, 5, 14, 0, 53, 28)}"
{Timedelta('0 days 00:50:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 13, 15, 42, 2)}"
{Timedelta('0 days 07:15:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 13, 15, 42, 32)}"
{Timedelta('0 days 00:55:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 13, 15, 42, 45)}"
{Timedelta('0 days 00:25:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 20, 7, 4, 12)}"
{Timedelta('0 days 05:36:00')},{'LOKA-USD'},"{datetime.datetime(2024, 5, 5, 19, 9, 13)}"
{Timedelta('0 days 00:22:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 21, 19, 56, 48)}"
{Timedelta('0 days 07:07:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 14, 23, 17, 59)}"
{Timedelta('2 days 03:20:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 18, 16, 13, 45)}"
{Timedelta('1 days 15:05:00')},{'SEI-USD'},"{datetime.datetime(2024, 5, 13, 22, 29, 26)}"
{Timedelta('0 days 07:51:00')},{'LRC-USD'},"{datetime.datetime(2024, 5, 20, 9, 3, 8)}"
{Timedelta('0 days 17:35:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 4, 21, 5, 15)}"
{Timedelta('0 days 01:24:00')},{'LRC-USD'},"{datetime.datetime(2024, 5, 13, 23, 15, 59)}"
{Timedelta('0 days 07:35:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 14, 1, 19, 55)}"
{Timedelta('2 days 11:22:00')},{'ZEC-USD'},"{datetime.datetime(2024, 5, 25, 2, 23, 34)}"
{Timedelta('0 days 00:55:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 23, 23, 28, 12)}"
{Timedelta('0 days 05:30:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 30, 8, 30, 47)}"
{Timedelta('1 days 10:30:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 14, 2, 4, 1)}"
{Timedelta('4 days 03:22:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 29, 0, 47, 14)}"
{Timedelta('1 days 23:55:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 25, 2, 4, 2)}"
{Timedelta('0 days 01:10:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 13, 17, 59, 25)}"
{Timedelta('0 days 06:31:00')},{'NCT-USD'},"{datetime.datetime(2024, 5, 5, 8, 56, 2)}"
{Timedelta('0 days 00:55:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 19, 9, 34, 40)}"
{Timedelta('0 days 01:09:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 26, 13, 45, 56)}"
{Timedelta('0 days 02:35:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 15, 1, 30, 44)}"
{Timedelta('1 days 15:30:00')},{'INJ-USD'},"{datetime.datetime(2024, 5, 13, 22, 52, 3)}"
{Timedelta('0 days 02:15:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 13, 22, 29, 29)}"
{Timedelta('0 days 03:35:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 5, 11, 14, 57)}"
{Timedelta('2 days 03:00:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 18, 19, 13, 30)}"
{Timedelta('0 days 01:40:00')},{'PRQ-USD'},"{datetime.datetime(2024, 5, 21, 22, 11, 40)}"
{Timedelta('0 days 01:24:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 14, 23, 5, 27)}"
{Timedelta('4 days 18:05:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 12, 12, 6, 35)}"
{Timedelta('0 days 03:55:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 19, 11, 26, 38)}"
{Timedelta('0 days 08:40:00')},{'ARB-USD'},"{datetime.datetime(2024, 5, 20, 7, 20, 43)}"
{Timedelta('0 days 10:00:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 15, 2, 33, 55)}"
{Timedelta('1 days 20:07:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 13, 17, 26, 47)}"
{Timedelta('0 days 18:10:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 11, 17, 54, 13)}"
{Timedelta('2 days 11:25:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 4, 22, 37, 7)}"
{Timedelta('1 days 18:17:00')},{'QNT-USD'},"{datetime.datetime(2024, 5, 11, 22, 19, 45)}"
{Timedelta('0 days 04:45:00')},{'ALEPH-USD'},"{datetime.datetime(2024, 5, 5, 8, 56, 3)}"
{Timedelta('1 days 03:55:00')},{'PUNDIX-USD'},"{datetime.datetime(2024, 5, 21, 20, 22, 58)}"
{Timedelta('0 days 03:00:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 29, 0, 39, 29)}"
{Timedelta('0 days 15:05:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 4, 20, 24, 2)}"
{Timedelta('2 days 02:43:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 18, 16, 42, 41)}"
{Timedelta('0 days 04:05:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 14, 1, 12, 2)}"
{Timedelta('0 days 05:05:00')},{'T-USD'},"{datetime.datetime(2024, 5, 5, 9, 43, 56)}"
{Timedelta('1 days 01:35:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 16, 7, 57, 6)}"
{Timedelta('0 days 00:50:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 5, 9, 16, 54)}"
{Timedelta('0 days 05:03:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 29, 0, 36, 34)}"
{Timedelta('1 days 15:10:00')},{'COVAL-USD'},"{datetime.datetime(2024, 5, 13, 22, 26, 23)}"
{Timedelta('2 days 03:30:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 13, 17, 9, 18)}"
{Timedelta('0 days 12:45:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 11, 17, 16, 12)}"
{Timedelta('0 days 00:40:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 5, 10, 36, 10)}"
{Timedelta('1 days 10:25:00')},{'ONDO-USD'},"{datetime.datetime(2024, 5, 14, 2, 6, 26)}"
{Timedelta('2 days 00:20:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 18, 19, 5, 16)}"
{Timedelta('0 days 03:20:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 5, 11, 18, 16)}"
{Timedelta('0 days 06:20:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 30, 7, 41, 47)}"
{Timedelta('0 days 12:35:00')},{'FARM-USD'},"{datetime.datetime(2024, 5, 18, 22, 56, 14)}"
{Timedelta('0 days 15:05:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 26, 12, 31, 40)}"
{Timedelta('0 days 01:55:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 5, 12, 36, 7)}"
{Timedelta('0 days 05:40:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 24, 23, 39, 51)}"
{Timedelta('2 days 03:11:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 13, 16, 49, 34)}"
{Timedelta('0 days 14:19:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 13, 17, 53, 30)}"
{Timedelta('3 days 22:40:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 11, 20, 54, 24)}"
{Timedelta('1 days 14:04:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 16, 8, 52, 15)}"
{Timedelta('1 days 14:09:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 11, 19, 18, 3)}"
{Timedelta('0 days 04:29:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 5, 9, 16, 20)}"
{Timedelta('0 days 06:05:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 5, 8, 54, 5)}"
{Timedelta('0 days 02:09:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 14, 23, 9, 9)}"
{Timedelta('0 days 10:32:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 5, 15, 57, 29)}"
{Timedelta('0 days 08:08:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 25, 3, 36, 30)}"
{Timedelta('0 days 05:25:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 5, 18, 43, 28)}"
{Timedelta('1 days 19:10:00')},{'METIS-USD'},"{datetime.datetime(2024, 5, 21, 16, 48, 8)}"
{Timedelta('1 days 03:00:00')},{'ARB-USD'},"{datetime.datetime(2024, 6, 1, 23, 1, 28)}"
{Timedelta('0 days 05:16:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 5, 10, 8, 29)}"
{Timedelta('1 days 02:03:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 26, 13, 34, 28)}"
{Timedelta('1 days 04:50:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 21, 18, 50, 45)}"
{Timedelta('0 days 03:25:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 5, 9, 57, 30)}"
{Timedelta('0 days 05:55:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 30, 7, 21, 58)}"
{Timedelta('0 days 23:06:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 16, 8, 24, 37)}"
{Timedelta('0 days 02:40:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 29, 1, 15, 16)}"
{Timedelta('0 days 01:55:00')},{'SPELL-USD'},"{datetime.datetime(2024, 5, 25, 2, 48, 26)}"
{Timedelta('0 days 04:55:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 44)}"
{Timedelta('0 days 06:05:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 14, 22, 48, 45)}"
{Timedelta('0 days 14:00:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 14, 22, 49, 42)}"
{Timedelta('4 days 09:48:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 11, 18, 6, 33)}"
{Timedelta('0 days 00:30:00')},{'00-USD'},"{datetime.datetime(2024, 5, 23, 21, 16)}"
{Timedelta('0 days 05:40:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 5, 18, 57, 8)}"
{Timedelta('4 days 02:13:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 11, 17, 47, 13)}"
{Timedelta('0 days 01:31:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 25, 3, 32, 52)}"
{Timedelta('0 days 02:29:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 25, 1, 41, 10)}"
{Timedelta('0 days 12:50:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 4, 22, 1, 5)}"
{Timedelta('0 days 00:05:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 23, 21, 41, 26)}"
{Timedelta('4 days 16:09:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 16, 7, 51, 49)}"
{Timedelta('0 days 09:50:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 21, 16, 28, 9)}"
{Timedelta('1 days 15:10:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 14, 0, 18, 8)}"
{Timedelta('1 days 03:21:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 24, 0, 8, 12)}"
{Timedelta('0 days 20:00:00')},{'BAND-USD'},"{datetime.datetime(2024, 5, 11, 19, 26, 51)}"
{Timedelta('0 days 14:07:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 5, 1, 19, 39)}"
{Timedelta('2 days 18:18:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 25, 0, 27, 39)}"
{Timedelta('0 days 00:55:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 30, 8, 57, 40)}"
{Timedelta('0 days 04:50:00')},{'INDEX-USD'},"{datetime.datetime(2024, 5, 11, 17, 57, 6)}"
{Timedelta('0 days 01:10:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 19, 9, 27, 14)}"
{Timedelta('0 days 02:51:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 25, 0, 36, 38)}"
{Timedelta('0 days 01:42:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 14, 2, 30, 34)}"
{Timedelta('4 days 00:00:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 11, 19, 0, 25)}"
{Timedelta('0 days 01:54:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 14, 22, 27, 28)}"
{Timedelta('0 days 22:31:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 19, 12, 1, 52)}"
{Timedelta('0 days 00:25:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 14, 22, 49, 41)}"
{Timedelta('1 days 05:15:00')},{'ORCA-USD'},"{datetime.datetime(2024, 5, 19, 11, 12, 5)}"
{Timedelta('0 days 01:42:00')},{'NKN-USD'},"{datetime.datetime(2024, 5, 23, 22, 38, 1)}"
{Timedelta('0 days 00:10:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 5, 9, 21, 41)}"
{Timedelta('0 days 01:35:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 18, 16, 31, 16)}"
{Timedelta('0 days 03:09:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 29, 1, 2, 42)}"
{Timedelta('0 days 00:20:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 14, 22, 30, 58)}"
{Timedelta('0 days 03:40:00')},{'BLUR-USD'},"{datetime.datetime(2024, 5, 5, 11, 14, 4)}"
{Timedelta('0 days 08:01:00')},{'LRC-USD'},"{datetime.datetime(2024, 5, 18, 19, 8, 17)}"
{Timedelta('0 days 13:35:00')},{'MNDE-USD'},"{datetime.datetime(2024, 5, 14, 23, 8, 25)}"
{Timedelta('0 days 03:11:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 16, 19, 40, 6)}"
{Timedelta('1 days 01:55:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 11, 19, 41, 19)}"
{Timedelta('0 days 20:35:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 26, 19, 38, 46)}"
{Timedelta('0 days 02:47:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 16, 19, 2, 36)}"
{Timedelta('0 days 06:15:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 14, 22, 34, 15)}"
{Timedelta('0 days 06:45:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 5, 18, 33, 54)}"
{Timedelta('0 days 14:45:00')},{'APT-USD'},"{datetime.datetime(2024, 5, 24, 23, 17, 26)}"
{Timedelta('1 days 15:22:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 11, 16, 45, 56)}"
{Timedelta('4 days 05:17:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 28, 22, 54, 12)}"
